Associated Gene Name	Human Ensembl Gene ID	Human Chromosome Name	Human Gene Start (bp)	Human Gene End (bp)	Anole Ensembl Gene ID	Anole Chromosome Name	Anole Chromosome Start (bp)	Anole Chromosome End (bp)	Homology Type
COL16A1	ENSG00000084636	1	32117848	32169920	ENSACAG00000012220	GL343308.1	445179	593713	ortholog_one2one
SPOCD1	ENSG00000134668	1	32256023	32281652	ENSACAG00000011847	GL343308.1	1343236	1377425	ortholog_one2one
PTP4A2	ENSG00000184007	1	32372022	32410457	ENSACAG00000011807	GL343308.1	1378446	1392791	ortholog_one2one
KHDRBS1	ENSG00000121774	1	32479430	32526451	ENSACAG00000011693	GL343308.1	1417713	1428628	ortholog_one2one
TMEM39B	ENSG00000121775	1	32537632	32568467	ENSACAG00000011591	GL343308.1	1442456	1513581	ortholog_one2one
KPNA6	ENSG00000025800	1	32573639	32642169	ENSACAG00000004691	GL343706.1	179343	200895	ortholog_one2one
TXLNA	ENSG00000084652	1	32645287	32663886	ENSACAG00000004595	GL343706.1	158137	166687	ortholog_one2one
CCDC28B	ENSG00000160050	1	32665987	32670988	ENSACAG00000004586	GL343706.1	134179	143788	ortholog_one2one
IQCC	ENSG00000160051	1	32671236	32674288	ENSACAG00000004585	GL343706.1	128127	131023	ortholog_one2one
DCDC2B	ENSG00000222046	1	32674695	32681797	ENSACAG00000004581	GL343706.1	111467	127243	ortholog_one2one
TMEM234	ENSG00000160055	1	32680073	32687972	ENSACAG00000004576	GL343706.1	112522	113449	ortholog_one2one
EIF3I	ENSG00000084623	1	32687529	32697205	ENSACAG00000004506	GL343706.1	102871	109693	ortholog_one2one
FAM167B	ENSG00000183615	1	32712834	32714457	ENSACAG00000028694	GL343706.1	75609	79865	ortholog_one2one
HDAC1	ENSG00000116478	1	32757687	32799236	ENSACAG00000004057	GL343706.1	23935	44462	ortholog_one2one
MARCKSL1	ENSG00000175130	1	32799433	32801980	ENSACAG00000004041	GL343706.1	6454	16554	ortholog_one2one
TSSK3	ENSG00000162526	1	32817122	32829913	ENSACAG00000004783	GL343706.1	213608	215898	ortholog_one2one
BSDC1	ENSG00000160058	1	32830704	32860332	ENSACAG00000004790	GL343706.1	215087	229318	ortholog_one2one
ZBTB8A	ENSG00000160062	1	33005028	33066591	ENSACAG00000004819	GL343706.1	254395	259090	ortholog_one2one
ZBTB8OS	ENSG00000176261	1	33065773	33116504	ENSACAG00000004857	GL343706.1	267330	272566	ortholog_one2one
RBBP4	ENSG00000162521	1	33116743	33146258	ENSACAG00000003389	GL344283.1	43435	55286	apparent_ortholog_one2one
SYNC	ENSG00000162520	1	33145507	33169197	ENSACAG00000003378	GL344283.1	26799	46305	ortholog_one2one
KIAA1522	ENSG00000162522	1	33207486	33240571	ENSACAG00000003657	GL343711.1	198830	209072	ortholog_one2one
YARS	ENSG00000134684	1	33240840	33283754	ENSACAG00000003568	GL343711.1	184516	191344	ortholog_one2one
FNDC5	ENSG00000160097	1	33327869	33338083	ENSACAG00000003561	GL343711.1	154096	160077	ortholog_one2one
TMEM54	ENSG00000121900	1	33360195	33367039	ENSACAG00000028713	GL343711.1	38398	57291	ortholog_one2one
RNF19B	ENSG00000116514	1	33402046	33430286	ENSACAG00000003508	GL343711.1	17266	36784	ortholog_one2one
AK2	ENSG00000004455	1	33473585	33546597	ENSACAG00000003453	GL343711.1	1620	7209	ortholog_one2one
ADC	ENSG00000142920	1	33546705	33586131	ENSACAG00000003415	GL343481.1	612315	621070	ortholog_one2one
TRIM62	ENSG00000116525	1	33611003	33647660	ENSACAG00000012575	GL343980.1	11809	24083	ortholog_one2one
ZNF362	ENSG00000160094	1	33722146	33766320	ENSACAG00000008279	GL343537.1	5938	16579	apparent_ortholog_one2one
PHC2	ENSG00000134686	1	33789224	33896653	ENSACAG00000004241	AAWZ02039448	1974	7779	apparent_ortholog_one2one
C1orf94	ENSG00000142698	1	34632484	34684732	ENSACAG00000021118	GL343589.1	336532	342186	ortholog_one2one
SMIM12	ENSG00000163866	1	35178338	35325417	ENSACAG00000013450	GL343594.1	244846	245127	ortholog_one2one
GJB5	ENSG00000189280	1	35220648	35224113	ENSACAG00000013462	GL343594.1	126863	127916	ortholog_one2one
GJB3	ENSG00000188910	1	35246790	35251970	ENSACAG00000013458	GL343594.1	193832	194629	ortholog_one2one
GJA4	ENSG00000187513	1	35258599	35261348	ENSACAG00000013451	GL343594.1	211406	212464	ortholog_one2one
DLGAP3	ENSG00000116544	1	35331037	35395186	ENSACAG00000013385	GL343558.1	403335	449903	ortholog_one2one
ZMYM6NB	ENSG00000243749	1	35447136	35450954	ENSACAG00000013378	GL343558.1	368624	373353	ortholog_one2one
SFPQ	ENSG00000116560	1	35641979	35658749	ENSACAG00000013307	GL343558.1	347877	357044	apparent_ortholog_one2one
KIAA0319L	ENSG00000142687	1	35899091	36023551	ENSACAG00000014522	GL343308.1	29461	80533	ortholog_one2one
NCDN	ENSG00000020129	1	36023074	36032875	ENSACAG00000014787	GL343308.1	6672	23566	ortholog_one2one
TFAP2E	ENSG00000116819	1	36038971	36060929	ENSACAG00000017357	GL343843.1	128109	143083	ortholog_one2one
PSMB2	ENSG00000126067	1	36067185	36107445	ENSACAG00000017344	GL343843.1	105086	126684	ortholog_one2one
C1orf216	ENSG00000142686	1	36179476	36185073	ENSACAG00000017342	GL343843.1	60227	60745	ortholog_one2one
CLSPN	ENSG00000092853	1	36185819	36235568	ENSACAG00000022188	AAWZ02038841	842	9886	ortholog_one2one
EIF2C4	ENSG00000134698	1	36273773	36323491	ENSACAG00000017275	AAWZ02036231	17334	28010	ortholog_one2one
EIF2C1	ENSG00000092847	1	36335409	36395211	ENSACAG00000029174	GL343488.1	539056	555537	ortholog_one2one
EIF2C3	ENSG00000126070	1	36396319	36522063	ENSACAG00000003385	GL343488.1	563768	582862	ortholog_one2one
TEKT2	ENSG00000092850	1	36549676	36553876	ENSACAG00000003567	GL343488.1	601164	608571	ortholog_one2one
ADPRHL2	ENSG00000116863	1	36554476	36559533	ENSACAG00000003611	GL343488.1	613115	618281	ortholog_one2one
COL8A2	ENSG00000171812	1	36560837	36590821	ENSACAG00000003633	GL343488.1	622831	632022	ortholog_one2one
TRAPPC3	ENSG00000054116	1	36602173	36615098	ENSACAG00000013047	GL344158.1	41929	48904	ortholog_one2one
MAP7D1	ENSG00000116871	1	36621180	36646450	ENSACAG00000013159	GL343558.1	204060	272081	ortholog_one2one
THRAP3	ENSG00000054118	1	36690017	36770958	ENSACAG00000002180	GL343481.1	48324	78614	ortholog_one2one
EVA1B	ENSG00000142694	1	36787632	36789755	ENSACAG00000002145	GL343481.1	2178	5600	apparent_ortholog_one2one
STK40	ENSG00000196182	1	36805225	36851497	ENSACAG00000001240	GL343610.1	336769	354952	apparent_ortholog_one2one
LSM10	ENSG00000181817	1	36856839	36863493	ENSACAG00000001231	GL343610.1	333467	333838	ortholog_one2one
OSCP1	ENSG00000116885	1	36881428	36916086	ENSACAG00000001106	GL343610.1	320872	330964	ortholog_one2one
MRPS15	ENSG00000116898	1	36921319	36930038	ENSACAG00000001061	GL343610.1	312014	318199	ortholog_one2one
CSF3R	ENSG00000119535	1	36931644	36948879	ENSACAG00000001059	GL343610.1	286781	308697	ortholog_one2one
GRIK3	ENSG00000163873	1	37261128	37499730	ENSACAG00000017294	GL343426.1	56763	138496	ortholog_one2one
ZC3H12A	ENSG00000163874	1	37940153	37949980	ENSACAG00000017285	GL343426.1	412692	429478	apparent_ortholog_one2one
MEAF6	ENSG00000163875	1	37958176	37980375	ENSACAG00000017271	GL343426.1	445312	453771	ortholog_one2one
SNIP1	ENSG00000163877	1	38002142	38019903	ENSACAG00000017268	GL343426.1	454849	459582	ortholog_one2one
DNALI1	ENSG00000163879	1	38022520	38032458	ENSACAG00000017260	GL343426.1	458517	468170	ortholog_one2one
GNL2	ENSG00000134697	1	38032417	38061536	ENSACAG00000017224	GL343426.1	460888	473959	ortholog_one2one
RSPO1	ENSG00000169218	1	38076951	38100595	ENSACAG00000017216	GL343426.1	521062	527408	ortholog_one2one
C1orf109	ENSG00000116922	1	38147242	38157914	ENSACAG00000017213	GL343426.1	554829	556602	ortholog_one2one
CDCA8	ENSG00000134690	1	38158090	38175391	ENSACAG00000028556	GL344018.1	104305	118500	ortholog_one2one
YRDC	ENSG00000196449	1	38268616	38273857	ENSACAG00000017203	GL343426.1	560063	564107	ortholog_one2one
MTF1	ENSG00000188786	1	38279851	38325292	ENSACAG00000017181	GL343426.1	567225	575736	ortholog_one2one
INPP5B	ENSG00000204084	1	38326369	38412729	ENSACAG00000017122	GL343426.1	579879	587195	ortholog_one2one
SF3A3	ENSG00000183431	1	38422647	38456593	ENSACAG00000017058	GL343426.1	602827	610392	ortholog_one2one
FHL3	ENSG00000183386	1	38462442	38471278	ENSACAG00000017037	GL343426.1	612820	621291	ortholog_one2one
UTP11L	ENSG00000183520	1	38474930	38490496	ENSACAG00000017024	GL343426.1	631681	636729	ortholog_one2one
RRAGC	ENSG00000116954	1	39303870	39325495	ENSACAG00000017010	GL343426.1	738539	758705	ortholog_one2one
MYCBP	ENSG00000214114	1	39328636	39347289	ENSACAG00000016991	GL343426.1	760973	762000	ortholog_one2one
RHBDL2	ENSG00000158315	1	39351479	39407471	ENSACAG00000016978	GL343426.1	764151	768701	ortholog_one2one
NDUFS5	ENSG00000168653	1	39491990	39500308	ENSACAG00000003412	GL343481.1	607714	608533	ortholog_one2one
PABPC4	ENSG00000090621	1	40026488	40042462	ENSACAG00000002544	GL343481.1	234483	244198	ortholog_one2one
NT5C1A	ENSG00000116981	1	40124793	40137710	ENSACAG00000002502	GL343481.1	207438	221710	ortholog_one2one
HPCAL4	ENSG00000116983	1	40144320	40157361	ENSACAG00000002443	GL343481.1	188614	194010	ortholog_one2one
PPIE	ENSG00000084072	1	40157854	40229586	ENSACAG00000002688	GL343481.1	245925	253545	ortholog_one2one
TRIT1	ENSG00000043514	1	40306708	40349183	ENSACAG00000002280	GL343481.1	97383	114408	ortholog_one2one
MYCL1	ENSG00000116990	1	40361098	40367928	ENSACAG00000025431	GL343481.1	89207	89770	ortholog_one2one
MFSD2A	ENSG00000168389	1	40420802	40435638	ENSACAG00000004894	GL343498.1	241021	281658	ortholog_one2one
CAP1	ENSG00000131236	1	40505905	40538321	ENSACAG00000004929	GL343498.1	211396	233838	ortholog_one2one
PPT1	ENSG00000131238	1	40538379	40563375	ENSACAG00000005000	GL343498.1	198845	208372	ortholog_one2one
RLF	ENSG00000117000	1	40627045	40706593	ENSACAG00000016926	GL343276.1	1767463	1785593	ortholog_one2one
ZMPSTE24	ENSG00000084073	1	40723779	40759856	ENSACAG00000016937	GL343276.1	1792176	1805530	ortholog_one2one
COL9A2	ENSG00000049089	1	40766159	40783488	ENSACAG00000004683	GL343498.1	319704	332310	ortholog_one2one
SMAP2	ENSG00000084070	1	40810522	40888998	ENSACAG00000014470	GL343308.1	98878	121975	ortholog_one2one
RIMS3	ENSG00000117016	1	41086351	41131329	ENSACAG00000014438	GL343308.1	133429	181313	ortholog_one2one
KCNQ4	ENSG00000117013	1	41249684	41306124	ENSACAG00000012490	GL343308.1	325946	363536	ortholog_one2one
CTPS1	ENSG00000171793	1	41445007	41478235	ENSACAG00000016935	GL343426.1	793660	807215	ortholog_one2one
SLFNL1	ENSG00000171790	1	41481269	41488909	ENSACAG00000016960	GL343426.1	788504	791757	ortholog_one2one
SCMH1	ENSG00000010803	1	41492872	41707826	ENSACAG00000016962	GL343426.1	771258	785054	ortholog_one2one
FOXO6	ENSG00000204060	1	41827594	41849262	ENSACAG00000000249	GL343563.1	341026	342582	ortholog_one2one
EDN2	ENSG00000127129	1	41944446	41950344	ENSACAG00000000261	GL343563.1	248769	249330	ortholog_one2one
HIVEP3	ENSG00000127124	1	41972036	42501596	ENSACAG00000000262	GL343563.1	222394	237055	ortholog_one2one
GUCA2A	ENSG00000197273	1	42628362	42630389	ENSACAG00000008428	AAWZ02039361	2127	5746	ortholog_one2one
CLDN19	ENSG00000164007	1	43198764	43205925	ENSACAG00000007991	AAWZ02040417	804	2539	ortholog_one2one
CCDC23	ENSG00000177868	1	43272723	43282954	ENSACAG00000012592	GL343980.1	25319	28627	ortholog_one2one
EBNA1BP2	ENSG00000117395	1	43629846	43727589	ENSACAG00000013204	4	107026625	107038552	ortholog_one2one
WDR65	ENSG00000243710	1	43637820	43720029	ENSACAG00000013236	4	107038443	107096874	ortholog_one2one
TMEM125	ENSG00000179178	1	43735665	43739673	ENSACAG00000013249	4	107103631	107104299	ortholog_one2one
TIE1	ENSG00000066056	1	43766664	43788779	ENSACAG00000013254	4	107164826	107212820	ortholog_one2one
MPL	ENSG00000117400	1	43803478	43818443	ENSACAG00000027052	4	107230248	107252996	ortholog_one2one
CDC20	ENSG00000117399	1	43824626	43828874	ENSACAG00000013339	4	107264925	107280582	ortholog_one2one
ELOVL1	ENSG00000066322	1	43829068	43833697	ENSACAG00000013393	4	107287234	107318107	ortholog_one2one
MED8	ENSG00000159479	1	43849588	43855479	ENSACAG00000013435	4	107350081	107363119	ortholog_one2one
SZT2	ENSG00000198198	1	43855553	43918321	ENSACAG00000013477	4	107378601	107445024	ortholog_one2one
HYI	ENSG00000178922	1	43916824	43919660	ENSACAG00000013513	4	107442496	107454084	ortholog_one2one
PTPRF	ENSG00000142949	1	43990858	44089343	ENSACAG00000013535	4	108205478	108335032	ortholog_one2one
KDM4A	ENSG00000066135	1	44115829	44171186	ENSACAG00000014203	4	108380057	108418786	ortholog_one2one
ST3GAL3	ENSG00000126091	1	44171495	44396831	ENSACAG00000014279	4	108456646	108753175	ortholog_one2one
ARTN	ENSG00000117407	1	44398992	44402913	ENSACAG00000014291	4	108783127	108783909	ortholog_one2one
IPO13	ENSG00000117408	1	44412611	44433694	ENSACAG00000014300	4	108792606	108851988	ortholog_one2one
DPH2	ENSG00000132768	1	44435672	44439041	ENSACAG00000014312	4	108860037	108864844	ortholog_one2one
ATP6V0B	ENSG00000117410	1	44440159	44443967	ENSACAG00000014356	4	108867023	108882319	ortholog_one2one
B4GALT2	ENSG00000117411	1	44444615	44456840	ENSACAG00000014406	4	108893651	108908064	ortholog_one2one
CCDC24	ENSG00000159214	1	44457031	44462200	ENSACAG00000028642	4	108929107	108948188	ortholog_one2one
SLC6A9	ENSG00000196517	1	44457172	44497139	ENSACAG00000014488	4	108950799	109019948	ortholog_one2one
DMAP1	ENSG00000178028	1	44679127	44686353	ENSACAG00000014681	4	109235843	109274098	ortholog_one2one
ERI3	ENSG00000117419	1	44686742	44820932	ENSACAG00000014747	4	109279569	109549714	ortholog_one2one
TMEM53	ENSG00000126106	1	45100910	45140227	ENSACAG00000014822	4	110004629	110013082	ortholog_one2one
C1orf228	ENSG00000198520	1	45140364	45191263	ENSACAG00000014830	4	110012726	110044047	ortholog_one2one
KIF2C	ENSG00000142945	1	45205490	45233439	ENSACAG00000014854	4	110042918	110080711	ortholog_one2one
RPS8	ENSG00000142937	1	45240923	45244451	ENSACAG00000015697	4	111055199	111061900	apparent_ortholog_one2one
BEST4	ENSG00000142959	1	45249257	45253377	ENSACAG00000015654	4	111016468	111053580	ortholog_one2one
PLK3	ENSG00000173846	1	45265897	45271662	ENSACAG00000015556	4	110974064	110995645	ortholog_one2one
TCTEX1D4	ENSG00000188396	1	45271585	45272957	ENSACAG00000015554	4	110971164	110971565	ortholog_one2one
BTBD19	ENSG00000222009	1	45274154	45281257	ENSACAG00000025484	4	110884855	110953057	ortholog_one2one
PTCH2	ENSG00000117425	1	45285516	45308735	ENSACAG00000015383	4	110653980	110715499	ortholog_one2one
EIF2B3	ENSG00000070785	1	45316450	45452282	ENSACAG00000015495	4	110752388	110859778	ortholog_one2one
HECTD3	ENSG00000126107	1	45468212	45477001	ENSACAG00000015321	4	110618391	110642884	ortholog_one2one
UROD	ENSG00000126088	1	45477819	45481247	ENSACAG00000015256	4	110599322	110615768	ortholog_one2one
ZSWIM5	ENSG00000162415	1	45482071	45771881	ENSACAG00000015230	4	110448111	110599097	ortholog_one2one
MUTYH	ENSG00000132781	1	45794835	45806142	ENSACAG00000015151	4	110226089	110239563	ortholog_one2one
TOE1	ENSG00000132773	1	45805342	45809647	ENSACAG00000015161	4	110217537	110257100	ortholog_one2one
TESK2	ENSG00000070759	1	45809555	45956872	ENSACAG00000015178	4	110261035	110317315	ortholog_one2one
CCDC163P	ENSG00000236624	1	45959538	45965751	ENSACAG00000028815	4	110388492	110405479	ortholog_one2one
MMACHC	ENSG00000132763	1	45965725	45976739	ENSACAG00000015193	4	110405918	110420890	ortholog_one2one
PRDX1	ENSG00000117450	1	45976708	45988719	ENSACAG00000015123	4	110187267	110198218	ortholog_one2one
AKR1A1	ENSG00000117448	1	46016215	46035721	ENSACAG00000015042	AAWZ02036488	4841	25880	ortholog_one2one
NASP	ENSG00000132780	1	46049518	46084566	ENSACAG00000014933	4	110130810	110148325	ortholog_one2one
CCDC17	ENSG00000159588	1	46085716	46089729	ENSACAG00000014925	4	110092305	110098567	ortholog_one2one
GPBP1L1	ENSG00000159592	1	46092976	46153785	ENSACAG00000015710	4	111070414	111086106	ortholog_one2one
TMEM69	ENSG00000159596	1	46152886	46160115	ENSACAG00000015732	4	111109534	111110154	ortholog_one2one
IPP	ENSG00000197429	1	46159996	46216322	ENSACAG00000015733	4	111112425	111119965	ortholog_one2one
MAST2	ENSG00000086015	1	46252659	46501796	ENSACAG00000015765	4	111167444	111372399	ortholog_one2one
PIK3R3	ENSG00000117461	1	46505812	46642160	ENSACAG00000015856	4	111456407	111502112	ortholog_one2one
TSPAN1	ENSG00000117472	1	46640745	46651630	ENSACAG00000029493	4	111798514	111819644	ortholog_one2one
POMGNT1	ENSG00000085998	1	46654354	46685977	ENSACAG00000002424	4	111857282	111891995	ortholog_one2one
LURAP1	ENSG00000171357	1	46669006	46686933	ENSACAG00000002422	4	111915408	111932253	ortholog_one2one
RAD54L	ENSG00000085999	1	46713360	46744145	ENSACAG00000002312	4	112128562	112147944	ortholog_one2one
LRRC41	ENSG00000132128	1	46726868	46769280	ENSACAG00000002210	4	112146743	112161560	ortholog_one2one
UQCRH	ENSG00000173660	1	46769303	46782448	ENSACAG00000002194	4	112161782	112167398	ortholog_one2one
NSUN4	ENSG00000117481	1	46805849	46830824	ENSACAG00000002150	4	112170877	112185699	ortholog_one2one
FAAH	ENSG00000117480	1	46859937	46879520	ENSACAG00000002040	4	112195875	112227243	ortholog_one2one
DMBX1	ENSG00000197587	1	46972668	46979898	ENSACAG00000001951	4	112340672	112368289	ortholog_one2one
MKNK1	ENSG00000079277	1	47023090	47082515	ENSACAG00000001870	4	112617863	112664205	ortholog_one2one
MOB3C	ENSG00000142961	1	47073387	47082563	ENSACAG00000001833	4	112690969	112698580	ortholog_one2one
ATPAF1	ENSG00000123472	1	47098409	47139539	ENSACAG00000007091	GL343249.1	2086410	2104411	ortholog_one2one
EFCAB14	ENSG00000159658	1	47124366	47184824	ENSACAG00000007065	GL343249.1	2046837	2074534	ortholog_one2one
PDZK1IP1	ENSG00000162366	1	47649265	47656716	ENSACAG00000028602	GL343249.1	1766541	1783462	ortholog_one2one
TAL1	ENSG00000162367	1	47681962	47697892	ENSACAG00000005980	GL343249.1	1715052	1730096	ortholog_one2one
STIL	ENSG00000123473	1	47715811	47779819	ENSACAG00000005943	GL343249.1	1673355	1689611	ortholog_one2one
CMPK1	ENSG00000162368	1	47799469	47844511	ENSACAG00000005891	GL343249.1	1643695	1662904	ortholog_one2one
AL109659.1	ENSG00000269709	1	48569306	48569878	ENSACAG00000029215	GL344229.1	25216	32904	apparent_ortholog_one2one
SLC5A9	ENSG00000117834	1	48688357	48714316	ENSACAG00000005693	GL343249.1	397126	428466	ortholog_one2one
SPATA6	ENSG00000132122	1	48761044	48937845	ENSACAG00000005675	GL343249.1	286509	305232	ortholog_one2one
AGBL4	ENSG00000186094	1	48998527	50489585	ENSACAG00000028425	GL343249.1	22498	253479	ortholog_one2one
BEND5	ENSG00000162373	1	49193195	49242641	ENSACAG00000010653	GL343485.1	190181	443077	ortholog_one2one
ELAVL4	ENSG00000162374	1	50513686	50669458	ENSACAG00000004527	4	113114085	113204996	ortholog_one2one
DMRTA2	ENSG00000142700	1	50883222	50889172	ENSACAG00000007289	4	113497050	113503259	ortholog_one2one
FAF1	ENSG00000185104	1	50905150	51425935	ENSACAG00000007308	4	113537776	113786554	ortholog_one2one
CDKN2C	ENSG00000123080	1	51426417	51440305	ENSACAG00000007393	4	113805102	113818121	ortholog_one2one
RNF11	ENSG00000123091	1	51701943	51739127	ENSACAG00000007410	4	113909400	113942346	ortholog_one2one
TTC39A	ENSG00000085831	1	51752930	51810788	ENSACAG00000017092	2	77836732	77877712	apparent_ortholog_one2one
EPS15	ENSG00000085832	1	51819935	51985000	ENSACAG00000007433	4	113993467	114075163	apparent_ortholog_one2one
OSBPL9	ENSG00000117859	1	52042851	52254889	ENSACAG00000007574	4	114107811	114201962	ortholog_one2one
RAB3B	ENSG00000169213	1	52373628	52456436	ENSACAG00000028717	4	114248010	114364175	ortholog_one2one
TXNDC12	ENSG00000117862	1	52485803	52521843	ENSACAG00000008073	4	114376184	114387545	ortholog_one2one
BTF3L4	ENSG00000134717	1	52521797	52556388	ENSACAG00000008082	4	114394738	114405538	ortholog_one2one
ZFYVE9	ENSG00000157077	1	52608046	52812358	ENSACAG00000008107	4	114430678	114504738	ortholog_one2one
CC2D1B	ENSG00000154222	1	52811395	52831865	ENSACAG00000008185	4	114508600	114546606	ortholog_one2one
ORC1	ENSG00000085840	1	52838501	52870131	ENSACAG00000008199	4	114550694	114572314	ortholog_one2one
PRPF38A	ENSG00000134748	1	52870236	52883992	ENSACAG00000008249	4	114575187	114580026	ortholog_one2one
ZCCHC11	ENSG00000134744	1	52873954	53019159	ENSACAG00000008282	4	114583567	114623394	ortholog_one2one
GPX7	ENSG00000116157	1	53068044	53074723	ENSACAG00000008300	4	114632562	114641513	ortholog_one2one
FAM159A	ENSG00000182183	1	53099016	53135355	ENSACAG00000008331	4	114708126	114721299	ortholog_one2one
SELRC1	ENSG00000162377	1	53152508	53164038	ENSACAG00000008332	4	114777362	114781435	ortholog_one2one
ZYG11B	ENSG00000162378	1	53192126	53293014	ENSACAG00000008334	4	114784571	114817459	ortholog_one2one
ZYG11A	ENSG00000203995	1	53308183	53360670	ENSACAG00000029108	4	114823057	114840360	ortholog_one2one
ECHDC2	ENSG00000121310	1	53361656	53392884	ENSACAG00000008434	4	114844414	114854955	ortholog_one2one
SCP2	ENSG00000116171	1	53392901	53517375	ENSACAG00000008469	4	114859131	114902273	ortholog_one2one
PODN	ENSG00000174348	1	53527854	53551174	ENSACAG00000028131	4	114907944	114930945	ortholog_one2one
SLC1A7	ENSG00000162383	1	53552855	53608289	ENSACAG00000008623	4	114939236	115019956	ortholog_one2one
CPT2	ENSG00000157184	1	53662101	53679869	ENSACAG00000008712	4	115022801	115033281	ortholog_one2one
C1orf123	ENSG00000162384	1	53679771	53686289	ENSACAG00000008746	4	115035359	115046181	ortholog_one2one
LRP8	ENSG00000157193	1	53711217	53793742	ENSACAG00000008779	4	115063613	115297371	ortholog_one2one
DMRTB1	ENSG00000143006	1	53925072	53933161	ENSACAG00000008903	4	115480233	115487163	ortholog_one2one
